labels,mm_x,mm_y,mm_z,surfmm_x,surfmm_y,surfmm_z,vox_x,vox_y,vox_z,roi,roiNum
LM1,-45.55405405405406,-33.67567567567568,-22.06756756756758,-44.55405405405406,-16.675675675675677,-41.06756756756758,172,169,111,ctx-lh-inferiortemporal,1009.0
LM2,-39.71568627450981,-38.147058823529406,-20.666666666666657,-38.71568627450981,-21.14705882352941,-39.66666666666666,166,167,106,ctx-lh-inferiortemporal,1009.0
LM3,-36.33333333333334,-43.98550724637681,-21.101449275362317,-35.33333333333334,-26.98550724637681,-40.10144927536231,163,168,101,ctx-lh-fusiform,1007.0
LM4,-34.245901639344254,-48.950819672131146,-20.36065573770492,-33.245901639344254,-31.950819672131143,-39.36065573770492,161,167,96,ctx-lh-fusiform,1007.0
LM5,-33.33333333333334,-53.14814814814815,-18.58024691358025,-32.33333333333334,-36.14814814814815,-37.580246913580254,160,165,91,ctx-lh-fusiform,1007.0
LM6,-31.44230769230768,-57.71153846153847,-18.55769230769232,-30.44230769230768,-40.71153846153847,-37.55769230769232,158,165,87,ctx-lh-fusiform,1007.0
LM7,-30.96296296296296,-62.48148148148148,-16.851851851851848,-29.96296296296296,-45.48148148148148,-35.85185185185185,157,163,82,ctx-lh-fusiform,1007.0
LM8,-30.739130434782595,-67.47826086956522,-15.02173913043478,-29.739130434782595,-50.47826086956522,-34.02173913043478,157,162,77,ctx-lh-fusiform,1007.0
LM9,-29.245283018867923,-72.26415094339623,-13.113207547169822,-28.245283018867923,-55.26415094339623,-32.11320754716982,156,160,72,ctx-lh-fusiform,1007.0
LM10,-26.599999999999994,-76.48571428571428,-11.657142857142844,-25.599999999999994,-59.48571428571428,-30.657142857142844,153,158,68,ctx-lh-fusiform,1007.0
LM11,-23.67441860465115,-79.27906976744185,-11.41860465116278,-22.67441860465115,-62.279069767441854,-30.41860465116278,150,158,65,ctx-lh-fusiform,1007.0
LM12,-22.224489795918373,-83.26530612244898,-10.755102040816324,-21.224489795918373,-66.26530612244898,-29.755102040816325,149,157,61,ctx-lh-lingual,1013.0
LN1,-51.9433962264151,-44.52830188679245,-16.792452830188665,-50.9433962264151,-27.52830188679245,-35.792452830188665,178,163,100,ctx-lh-inferiortemporal,1009.0
LN2,-49.52000000000001,-48.3,-14.960000000000008,-48.52000000000001,-31.3,-33.96000000000001,176,161,96,ctx-lh-inferiortemporal,1009.0
LN3,-47.55555555555554,-53.27777777777777,-13.180555555555545,-46.55555555555554,-36.27777777777777,-32.18055555555554,174,160,91,ctx-lh-inferiortemporal,1009.0
LN4,-46.73972602739727,-59.68493150684931,-11.30136986301369,-45.73972602739727,-42.68493150684931,-30.30136986301369,173,158,85,ctx-lh-inferiortemporal,1009.0
LN5,-45.32608695652175,-65.15217391304348,-10.630434782608688,-44.32608695652175,-48.15217391304349,-29.63043478260869,172,157,79,ctx-lh-lateraloccipital,1011.0
LN6,-43.97619047619048,-70.57142857142857,-8.61904761904762,-42.97619047619048,-53.57142857142857,-27.61904761904762,170,155,74,ctx-lh-lateraloccipital,1011.0
LN7,-42.7948717948718,-75.2051282051282,-7.692307692307679,-41.7948717948718,-58.20512820512821,-26.69230769230768,169,154,69,ctx-lh-lateraloccipital,1011.0
LN8,-40.25,-78.9,-6.199999999999989,-39.25,-61.900000000000006,-25.19999999999999,167,153,66,ctx-lh-lateraloccipital,1011.0
LN9,-39.11864406779662,-82.08474576271186,-5.118644067796623,-38.11864406779662,-65.08474576271186,-24.118644067796623,166,152,62,ctx-lh-lateraloccipital,1011.0
LN10,-37.34693877551021,-85.20408163265307,-4.040816326530603,-36.34693877551021,-68.20408163265307,-23.040816326530603,164,151,59,ctx-lh-lateraloccipital,1011.0
LN11,-35.47727272727272,-88.86363636363637,-2.75,-34.47727272727272,-71.86363636363637,-21.75,162,149,56,ctx-lh-lateraloccipital,1011.0
LN12,-32.86842105263159,-92.18421052631578,-1.6052631578947398,-31.86842105263159,-75.18421052631578,-20.60526315789474,159,148,52,ctx-lh-lateraloccipital,1011.0
AST1,-24.81578947368422,-3.39473684210526,-36.76315789473685,-23.81578947368422,13.60526315789474,-55.76315789473685,151,183,141,ctx-lh-entorhinal,1006.0
AST2,-31.0,0.9189189189189052,-45.54054054054055,-30.0,17.918918918918905,-64.54054054054055,158,192,145,ctx-lh-fusiform,1007.0
AST3,-40.61538461538461,3.057692307692321,-45.980769230769226,-39.61538461538461,20.05769230769232,-64.98076923076923,167,192,148,ctx-lh-inferiortemporal,1009.0
AST4,-48.69047619047621,4.738095238095241,-38.8095238095238,-47.69047619047621,21.73809523809524,-57.8095238095238,175,185,149,ctx-lh-middletemporal,1015.0
DA1,-22.744680851063837,-4.7872340425531945,-18.34042553191489,-21.744680851063837,12.212765957446804,-37.34042553191489,149,165,140,Left-Amygdala,18.0
DA2,-27.0,-5.225806451612897,-18.64516129032259,-26.0,11.774193548387103,-37.64516129032259,154,165,139,Left-Amygdala,18.0
DA3,-32.37142857142857,-4.514285714285705,-17.97142857142856,-31.371428571428567,12.485714285714296,-36.97142857142856,159,164,140,Left-Amygdala,18.0
DA4,-38.30188679245282,-5.320754716981128,-17.43396226415095,-37.30188679245282,11.679245283018872,-36.43396226415095,165,164,139,ctx-lh-insula,1035.0
DH2,-40.279069767441854,-8.74418604651163,-17.046511627906966,-39.279069767441854,8.25581395348837,-36.046511627906966,167,164,136,ctx-lh-insula,1035.0
DH3,-46.07142857142858,-5.928571428571416,-17.678571428571416,-45.07142857142858,11.071428571428584,-36.678571428571416,173,164,139,ctx-lh-superiortemporal,1030.0
DH4,-49.28571428571428,-3.678571428571416,-18.5,-48.28571428571428,13.321428571428584,-37.5,176,165,141,ctx-lh-superiortemporal,1030.0
Grid1,-36.70270270270271,-51.78378378378379,64.56756756756756,-35.70270270270271,-34.78378378378379,45.567567567567565,163,82,93,ctx-lh-superiorparietal,1029.0
Grid2,-37.98507462686567,-42.6268656716418,64.08955223880596,-36.98507462686567,-25.626865671641795,45.089552238805965,164,82,102,ctx-lh-superiorparietal,1029.0
Grid3,-37.57142857142858,-28.80357142857143,66.82142857142857,-36.57142857142858,-11.80357142857143,47.82142857142857,164,80,116,ctx-lh-postcentral,1022.0
Grid4,-39.65789473684211,-20.10526315789474,66.44736842105263,-38.65789473684211,-3.10526315789474,47.44736842105263,166,80,124,ctx-lh-precentral,1024.0
Grid5,-38.53191489361703,-9.7659574468085,66.02127659574468,-37.53191489361703,7.2340425531915,47.02127659574468,165,80,135,ctx-lh-precentral,1024.0
Grid6,-32.321428571428584,-1.625,62.83928571428571,-31.321428571428584,15.375,43.83928571428571,159,84,143,ctx-lh-caudalmiddlefrontal,1003.0
Grid7,-28.694915254237287,7.13559322033899,60.37288135593221,-27.694915254237287,24.13559322033899,41.37288135593221,155,86,152,ctx-lh-superiorfrontal,1028.0
Grid8,-30.81481481481481,17.0,54.74074074074075,-29.81481481481481,34.0,35.74074074074075,157,92,162,ctx-lh-caudalmiddlefrontal,1003.0
Grid9,-43.90909090909091,-51.51515151515152,55.84848484848485,-42.90909090909091,-34.51515151515152,36.84848484848485,170,91,93,ctx-lh-supramarginal,1031.0
Grid10,-45.0,-42.36363636363636,57.54545454545455,-44.0,-25.36363636363636,38.54545454545455,172,89,102,ctx-lh-supramarginal,1031.0
Grid11,-47.43137254901961,-32.15686274509804,59.56862745098039,-46.43137254901961,-15.15686274509804,40.56862745098039,174,87,112,ctx-lh-postcentral,1022.0
Grid12,-48.465116279069775,-23.04651162790698,59.06976744186046,-47.465116279069775,-6.04651162790698,40.06976744186046,175,87,121,ctx-lh-postcentral,1022.0
Grid13,-46.64102564102564,-12.358974358974365,56.53846153846153,-45.64102564102564,4.641025641025635,37.53846153846153,173,90,132,ctx-lh-postcentral,1022.0
Grid14,-41.14285714285714,-2.591836734693885,54.9795918367347,-40.14285714285714,14.408163265306117,35.9795918367347,168,92,142,ctx-lh-precentral,1024.0
Grid15,-37.491803278688536,8.360655737704917,53.37704918032787,-36.491803278688536,25.36065573770492,34.37704918032787,164,93,153,ctx-lh-caudalmiddlefrontal,1003.0
Grid16,-37.96153846153845,17.461538461538453,46.76923076923077,-36.96153846153845,34.46153846153845,27.769230769230774,164,100,162,ctx-lh-caudalmiddlefrontal,1003.0
Grid17,-44.02702702702703,-64.51351351351352,46.97297297297297,-43.02702702702703,-47.51351351351352,27.97297297297297,171,100,80,ctx-lh-inferiorparietal,1008.0
Grid18,-48.09090909090909,-55.31818181818181,48.18181818181819,-47.09090909090909,-38.31818181818181,29.181818181818187,175,98,89,ctx-lh-inferiorparietal,1008.0
Grid19,-51.59259259259258,-47.37037037037037,49.77777777777777,-50.59259259259258,-30.370370370370367,30.77777777777777,178,97,97,ctx-lh-supramarginal,1031.0
Grid20,-52.04878048780489,-39.14634146341463,49.65853658536585,-51.04878048780489,-22.14634146341463,30.65853658536585,179,97,105,ctx-lh-supramarginal,1031.0
Grid21,-53.36956521739131,-29.34782608695652,51.97826086956522,-52.36956521739131,-12.347826086956516,32.97826086956522,180,95,115,ctx-lh-supramarginal,1031.0
Grid22,-51.82926829268294,-17.609756097560975,52.97560975609756,-50.82926829268294,-0.6097560975609753,33.975609756097555,178,94,127,ctx-lh-postcentral,1022.0
Grid23,-48.485714285714295,-8.485714285714295,50.62857142857143,-47.485714285714295,8.514285714285705,31.628571428571437,175,96,136,ctx-lh-precentral,1024.0
Grid24,-41.805194805194816,1.077922077922068,51.51948051948053,-40.805194805194816,18.077922077922068,32.519480519480524,168,95,146,ctx-lh-precentral,1024.0
Grid25,-50.776119402985074,-66.40298507462687,40.14925373134328,-49.776119402985074,-49.40298507462687,21.14925373134328,177,106,78,ctx-lh-inferiorparietal,1008.0
Grid26,-53.92592592592592,-55.81481481481481,40.92592592592592,-52.92592592592592,-38.81481481481481,21.925925925925924,180,106,89,ctx-lh-inferiorparietal,1008.0
Grid27,-56.17241379310346,-47.103448275862064,40.241379310344826,-55.17241379310346,-30.103448275862064,21.241379310344826,183,106,97,ctx-lh-supramarginal,1031.0
Grid28,-56.45945945945945,-39.16216216216216,41.45945945945945,-55.45945945945945,-22.16216216216216,22.459459459459453,183,105,105,ctx-lh-supramarginal,1031.0
Grid29,-56.6829268292683,-27.463414634146343,45.04878048780488,-55.6829268292683,-10.463414634146346,26.04878048780488,183,101,117,ctx-lh-supramarginal,1031.0
Grid30,-56.71153846153845,-19.384615384615387,42.17307692307692,-55.71153846153845,-2.384615384615387,23.17307692307692,183,104,125,ctx-lh-postcentral,1022.0
Grid31,-56.12962962962962,-9.240740740740732,41.72222222222223,-55.12962962962962,7.759259259259267,22.72222222222223,183,105,135,ctx-lh-postcentral,1022.0
Grid32,-53.46153846153845,-0.25,39.980769230769226,-52.46153846153845,16.75,20.980769230769223,180,107,144,ctx-lh-precentral,1024.0
Grid33,-57.29411764705881,-57.94117647058823,28.20588235294117,-56.29411764705881,-40.94117647058823,9.205882352941174,184,118,87,ctx-lh-supramarginal,1031.0
Grid34,-59.59090909090909,-49.45454545454545,31.909090909090907,-58.59090909090909,-32.45454545454545,12.909090909090908,186,115,95,ctx-lh-supramarginal,1031.0
Grid35,-61.67500000000001,-40.7,30.40000000000001,-60.67500000000001,-23.700000000000003,11.400000000000006,188,116,104,ctx-lh-supramarginal,1031.0
Grid36,-60.69767441860466,-32.81395348837209,30.79069767441861,-59.69767441860466,-15.813953488372093,11.79069767441861,187,116,112,ctx-lh-supramarginal,1031.0
Grid37,-59.18055555555554,-20.88888888888889,29.70833333333333,-58.18055555555554,-3.8888888888888857,10.708333333333329,186,117,124,ctx-lh-supramarginal,1031.0
Grid38,-60.04444444444445,-10.622222222222234,29.62222222222222,-59.04444444444445,6.377777777777766,10.62222222222222,187,117,134,ctx-lh-postcentral,1022.0
Grid39,-55.39682539682539,0.9523809523809632,29.936507936507937,-54.39682539682539,17.952380952380963,10.936507936507937,182,117,145,ctx-lh-precentral,1024.0
Grid40,-49.5,13.64285714285714,29.38095238095238,-48.5,30.64285714285714,10.38095238095238,176,117,158,ctx-lh-parsopercularis,1018.0
Grid41,-57.93333333333334,-59.06666666666666,20.933333333333337,-56.93333333333334,-42.06666666666666,1.933333333333337,184,126,85,ctx-lh-inferiorparietal,1008.0
Grid42,-61.120000000000005,-49.6,20.319999999999997,-60.120000000000005,-32.599999999999994,1.3199999999999932,188,126,95,ctx-lh-superiortemporal,1030.0
Grid43,-61.86363636363637,-39.15909090909091,18.931818181818187,-60.86363636363637,-22.159090909090907,-0.068181818181813,188,128,105,ctx-lh-superiortemporal,1030.0
Grid44,-62.57499999999999,-31.3,22.700000000000003,-61.57499999999999,-14.299999999999995,3.700000000000003,189,124,113,ctx-lh-supramarginal,1031.0
Grid45,-59.792452830188665,-20.62264150943396,19.679245283018872,-58.792452830188665,-3.6226415094339615,0.6792452830188722,186,127,124,ctx-lh-supramarginal,1031.0
Grid46,-59.24528301886792,-9.679245283018872,18.01886792452831,-58.24528301886792,7.320754716981128,-0.9811320754716916,186,128,135,ctx-lh-postcentral,1022.0
Grid47,-56.86046511627907,2.3255813953488484,22.46511627906976,-55.86046511627907,19.32558139534885,3.465116279069761,183,124,147,ctx-lh-precentral,1024.0
Grid48,-54.53571428571428,12.35714285714286,18.64285714285714,-53.53571428571428,29.35714285714286,-0.3571428571428612,181,128,157,ctx-lh-parsopercularis,1018.0
Grid49,-60.804878048780495,-51.07317073170732,11.634146341463406,-59.804878048780495,-34.07317073170732,-7.365853658536594,187,135,93,ctx-lh-bankssts,1001.0
Grid50,-63.29090909090908,-40.618181818181824,8.4909090909091,-62.29090909090908,-23.618181818181824,-10.5090909090909,190,138,104,ctx-lh-superiortemporal,1030.0
Grid51,-63.65384615384616,-30.461538461538467,11.576923076923066,-62.65384615384616,-13.461538461538469,-7.423076923076934,190,135,114,ctx-lh-superiortemporal,1030.0
Grid52,-64.12121212121212,-21.15151515151516,7.787878787878782,-63.121212121212125,-4.151515151515156,-11.212121212121218,191,139,123,ctx-lh-superiortemporal,1030.0
Grid53,-59.900000000000006,-10.400000000000006,9.824999999999989,-58.900000000000006,6.599999999999994,-9.175000000000011,186,137,134,ctx-lh-postcentral,1022.0
Grid54,-59.06521739130434,-0.0652173913043441,8.630434782608688,-58.06521739130434,16.934782608695656,-10.369565217391312,186,138,144,ctx-lh-precentral,1024.0
Grid55,-55.97674418604652,10.604651162790702,9.325581395348848,-54.97674418604652,27.604651162790702,-9.674418604651152,182,137,155,ctx-lh-parsopercularis,1018.0
Grid56,-51.41935483870967,15.806451612903231,12.387096774193536,-50.41935483870967,32.80645161290323,-6.612903225806463,178,134,160,ctx-lh-parsopercularis,1018.0
Grid57,-63.77083333333334,-51.5,-0.1458333333333428,-62.77083333333334,-34.5,-19.145833333333343,190,147,93,ctx-lh-middletemporal,1015.0
Grid58,-63.23728813559322,-42.1864406779661,0.3898305084745743,-62.23728813559322,-25.186440677966104,-18.610169491525426,190,146,102,ctx-lh-middletemporal,1015.0
Grid59,-64.04444444444445,-30.62222222222222,-0.5555555555555429,-63.04444444444445,-13.62222222222222,-19.555555555555543,191,147,114,ctx-lh-middletemporal,1015.0
Grid60,-63.92500000000001,-21.8,-4.875,-62.92500000000001,-4.799999999999997,-23.875,190,151,123,ctx-lh-middletemporal,1015.0
Grid61,-59.76315789473685,-8.44736842105263,-2.0,-58.76315789473685,8.55263157894737,-21.0,186,149,136,ctx-lh-superiortemporal,1030.0
Grid62,-57.83783783783784,0.7567567567567437,0.0,-56.83783783783784,17.756756756756744,-19.0,184,147,145,ctx-lh-precentral,1024.0
Grid63,-54.67500000000001,8.599999999999994,2.0999999999999943,-53.67500000000001,25.599999999999994,-16.900000000000006,181,144,153,ctx-lh-parsopercularis,1018.0
Grid64,-51.14814814814815,16.425925925925924,-1.907407407407419,-50.14814814814815,33.425925925925924,-20.90740740740742,178,148,161,ctx-lh-parsopercularis,1018.0
IPI1,-1.632653061224488,-60.67346938775511,19.51020408163265,-0.6326530612244881,-43.67346938775511,0.5102040816326507,128,127,84,ctx-lh-precuneus,1025.0
IPI2,-0.6271186440677923,-62.7457627118644,29.355932203389827,0.3728813559322077,-45.7457627118644,10.355932203389829,127,117,82,ctx-rh-precuneus,2025.0
IPI3,0.1568627450980386,-64.98039215686275,39.05882352941177,1.1568627450980389,-47.98039215686275,20.058823529411768,126,107,80,ctx-rh-precuneus,2025.0
IPI4,-2.84615384615384,-68.8076923076923,47.26923076923077,-1.84615384615384,-51.80769230769231,28.269230769230774,129,99,76,ctx-lh-superiorparietal,1029.0
IPI5,-9.125,-72.41071428571429,53.10714285714286,-8.125,-55.41071428571429,34.10714285714286,136,93,72,ctx-lh-superiorparietal,1029.0
IPI6,-21.48387096774192,-69.91935483870968,58.7741935483871,-20.48387096774192,-52.91935483870968,39.7741935483871,148,88,75,ctx-lh-superiorparietal,1029.0
MPI1,1.6938775510204067,-57.91836734693878,35.326530612244895,2.6938775510204067,-40.91836734693878,16.326530612244895,125,111,87,ctx-rh-precuneus,2025.0
MPI2,2.38636363636364,-63.84090909090909,41.75,3.38636363636364,-46.84090909090909,22.75,124,105,81,ctx-rh-precuneus,2025.0
MPI3,-1.64705882352942,-70.17647058823529,46.5,-0.6470588235294201,-53.17647058823529,27.5,128,100,74,ctx-lh-superiorparietal,1029.0
MPI4,-7.75,-76.375,51.5,-6.75,-59.375,32.5,134,95,68,ctx-lh-superiorparietal,1029.0
MPI5,-20.54901960784315,-76.84313725490196,52.03921568627452,-19.54901960784315,-59.84313725490196,33.03921568627452,147,94,68,ctx-lh-superiorparietal,1029.0
MPI6,-32.203389830508485,-72.0,50.932203389830505,-31.203389830508485,-55.0,31.932203389830505,159,96,73,ctx-lh-inferiorparietal,1008.0
MST1,-28.94285714285715,-17.42857142857143,-31.257142857142867,-27.94285714285715,-0.4285714285714306,-50.25714285714287,155,178,127,ctx-lh-entorhinal,1006.0
MST2,-38.61290322580646,-17.967741935483872,-33.32258064516128,-37.61290322580646,-0.967741935483872,-52.32258064516128,165,180,127,ctx-lh-fusiform,1007.0
MST3,-47.85185185185185,-18.81481481481481,-32.0,-46.85185185185185,-1.8148148148148096,-51.0,174,179,126,ctx-lh-inferiortemporal,1009.0
MST4,-55.61904761904762,-17.19047619047619,-27.190476190476204,-54.61904761904762,-0.1904761904761898,-46.19047619047621,182,174,127,ctx-lh-inferiortemporal,1009.0
OI1,-14.621621621621614,-102.08108108108108,-3.2702702702702595,-13.621621621621614,-85.08108108108108,-22.27027027027026,141,150,42,ctx-lh-lateraloccipital,1011.0
OI2,-24.67307692307693,-100.53846153846156,-0.326923076923066,-23.67307692307693,-83.53846153846155,-19.326923076923062,151,147,44,ctx-lh-lateraloccipital,1011.0
OI3,-33.826923076923066,-93.6923076923077,5.615384615384613,-32.826923076923066,-76.6923076923077,-13.384615384615389,160,141,51,ctx-lh-lateraloccipital,1011.0
OI4,-41.6046511627907,-87.55813953488372,9.302325581395335,-40.6046511627907,-70.55813953488372,-9.697674418604665,168,137,57,ctx-lh-lateraloccipital,1011.0
